,FARM_NO,FARM_PIG_NO,BUNMAN_SANCHA,GYOBAE_DT,BUNMAN_DT,CHONGSAN,SILSAN,EUDUSU,EUKG,CHOGYOBAE,JAE
430,624,14-84,6,20111025,20120216,13,13,11,77.0,,5.0
431,624,14-84,7,20120320,20120714,11,11,11,88.0,,5.0
432,624,14-84,8,20120814,20121209,15,13,9,67.5,,5.0
433,624,14-84,9,20130108,20130503,13,13,11,82.5,,5.0
434,624,14-84,10,20130604,20130927,17,13,9,63.0,,5.0
435,624,14-84,11,20131029,20140221,15,14,10,70.0,,5.0
436,624,14-84,12,20140325,20140718,13,13,9,72.0,,5.0
437,624,14-84,13,20140819,20141212,12,12,10,70.0,,5.0
438,624,14-84,14,20150113,20150506,12,4,5,35.0,,5.0
439,624,14-84,15,20150608,20151003,8,8,6,48.0,,6.0
440,624,19-63,4,20101010,20110205,10,9,10,90.0,,
441,624,19-63,5,20110309,20110704,11,10,10,70.0,,9.0
442,624,19-63,6,20110822,20111219,8,0,7,56.0,,
443,624,19-63,7,20120117,20120511,13,13,5,35.0,,5.0
444,624,8-76,1,20100815,20101208,8,8,5,40.0,213.0,
445,624,8-76,2,20110126,20110520,16,16,11,88.0,,15.0
446,624,8-76,3,20110622,20111014,13,13,9,72.0,,5.0
447,624,8-76,4,20111227,20120419,15,14,10,70.0,,
448,624,8-76,5,20120522,20120912,17,10,2,12.0,,5.0
449,624,8-76,6,20121111,20130302,17,13,11,66.0,,37.0
450,624,8-76,7,20130506,20130828,18,15,9,72.0,,
451,624,8-76,8,20131008,20140129,18,13,9,67.5,,5.0
452,624,8-76,9,20140304,20140627,18,11,9,63.0,,5.0
453,624,8-76,10,20140729,20141121,15,11,8,60.0,,5.0
454,624,8-76,11,20150303,20150626,12,10,9,63.0,,
455,624,8-76,12,20150721,20151113,13,7,5,35.0,,5.0
456,624,16-4,3,20100823,20101217,11,11,0,0.0,,
457,624,16-14,2,20100823,20101217,11,11,0,0.0,,
458,624,16-14,3,20110126,20110521,12,11,10,90.0,,40.0
459,624,16-14,4,20110622,20111015,11,11,10,75.0,,5.0
460,624,16-14,5,20111115,20120309,12,12,12,84.0,,5.0
461,624,16-14,6,20120410,20120803,14,14,10,80.0,,5.0
462,624,16-14,7,20120904,20121229,12,11,10,70.0,,5.0
463,624,16-14,8,20130129,20130524,8,8,8,56.0,,5.0
464,624,16-14,9,20130625,20131018,14,12,12,96.0,,5.0
465,624,16-14,10,20131119,20140314,20,20,11,82.5,,5.0
466,624,16-14,11,20140415,20140808,12,11,11,88.0,,5.0
467,624,16-14,12,20140909,20150102,10,0,0,0.0,,5.0
468,624,16-14,13,20150524,20150918,3,3,10,65.0,,
469,624,16-23,3,20100823,20101221,7,6,4,32.0,,
470,624,16-23,4,20110126,20110522,6,6,11,77.0,,6.0
471,624,16-23,5,20110622,20111016,7,7,10,70.0,,5.0
472,624,16-23,6,20111116,20120311,7,7,10,75.0,,6.0
473,624,16-23,7,20120411,20120804,10,10,10,70.0,,6.0
474,624,16-23,8,20120904,20121230,12,12,9,63.0,,5.0
475,624,16-23,9,20130130,20130526,11,10,9,63.0,,6.0
476,624,16-23,10,20130626,20131019,11,11,11,88.0,,6.0
477,624,16-23,11,20131120,20140314,14,12,10,75.0,,6.0
478,624,16-23,12,20140415,20140808,10,8,11,88.0,,5.0
479,624,16-23,13,20140909,20150101,9,4,4,30.0,,5.0
480,624,16-23,14,20150204,20150529,8,8,10,80.0,,6.0
481,624,16-23,15,20150630,20151028,5,5,6,54.0,,5.0
482,624,15-85,3,20101009,20110131,14,14,10,60.0,,
483,624,15-85,4,20110411,20110803,11,11,9,54.0,,47.0
484,624,15-85,5,20110914,20120107,14,14,10,70.0,,19.0
485,624,15-85,6,20120207,20120531,14,13,8,56.0,,5.0
486,624,64-69,2,20100407,20100731,6,6,9,0.0,,
487,624,64-69,3,20100914,20110110,11,10,8,72.0,,15.0
488,624,64-69,4,20110214,20110612,3,3,9,54.0,,4.0
489,624,64-69,5,20110712,20111103,9,9,9,63.0,,5.0
490,624,89-40,2,20100405,20100729,13,13,12,84.0,,
491,624,89-40,3,20101021,20110212,8,6,7,70.0,,
492,624,89-40,4,20110423,20110816,15,10,10,70.0,,30.0
493,624,89-40,5,20120128,20120522,13,13,12,96.0,,
494,624,89-40,6,20120930,20130122,11,7,9,63.0,,
495,624,15-134,2,20100406,20100730,14,14,9,0.0,,
496,624,15-134,3,20100831,20101223,12,12,9,63.0,,5.0
497,624,15-134,4,20110124,20110515,14,12,10,70.0,,4.0
498,624,15-134,5,20110810,20111205,7,5,5,30.0,,
499,624,8-88,2,20100406,20100730,8,8,10,0.0,,
500,624,8-88,3,20100830,20101223,13,13,7,56.0,,4.0
501,624,8-88,4,20110124,20110520,15,13,8,64.0,,4.0
502,624,8-88,5,20110622,20111014,13,8,9,67.5,,5.0
503,624,8-88,6,20111115,20120309,11,7,10,70.0,,5.0
504,624,9-73,2,20100406,20100730,9,9,8,0.0,,
505,624,9-73,3,20100901,20101225,10,10,7,49.0,,6.0
506,624,9-73,4,20110124,20110520,17,17,11,77.0,,4.0
507,624,9-73,5,20110622,20111015,12,11,9,63.0,,5.0
508,624,9-73,6,20111115,20120308,15,14,6,48.0,,5.0
509,624,9-73,7,20120410,20120803,11,11,5,35.0,,5.0
510,624,9-73,8,20120904,20121229,9,6,6,42.0,,5.0
