,FARM_NO,FARM_PIG_NO,BUNMAN_SANCHA,GYOBAE_DT,BUNMAN_DT,CHONGSAN,SILSAN,EUDUSU,EUKG,CHOGYOBAE,JAE
1788,624,025-081,5,20190707,20191028,17,16,11,0.0,,
1789,624,025-081,6,20191203,20200325,16,14,12,0.0,,5.0
1790,624,025-081,7,20200428,20200821,20,15,11,0.0,,5.0
1791,624,025-081,8,20200922,20210113,19,14,9,0.0,,5.0
1792,624,025-081,9,20210312,20210704,19,14,10,0.0,,
1793,624,025-081,10,20210802,20211124,18,16,9,0.0,,4.0
1794,624,025-081,11,20211227,20220421,12,12,10,0.0,,4.0
1795,624,026-005,1,20170829,20171222,11,3,10,70.0,229.0,
1796,624,026-005,2,20180625,20181019,10,10,9,72.0,,
1797,624,026-005,3,20181120,20190315,8,7,8,56.0,,5.0
1798,624,026-005,4,20190416,20190809,16,15,11,77.0,,5.0
1799,624,026-005,5,20190910,20200103,12,11,8,0.0,,5.0
1800,624,026-005,6,20200203,20200529,18,12,12,0.0,,4.0
1801,624,026-005,7,20200902,20201226,9,8,9,0.0,,
1802,624,026-005,8,20210126,20210521,13,13,12,0.0,,5.0
1803,624,026-023,1,20170902,20171229,8,7,9,67.5,233.0,
1804,624,026-028,1,20170827,20171219,15,14,11,66.0,227.0,
1805,624,026-028,2,20180130,20180524,17,15,10,70.0,,15.0
1806,624,026-028,3,20180626,20181017,16,16,13,91.0,,5.0
1807,624,026-028,4,20181120,20190313,17,14,12,84.0,,5.0
1808,624,026-028,5,20190417,20190807,19,17,9,63.0,,6.0
1809,624,026-028,6,20190909,20200102,18,10,10,0.0,,4.0
1810,624,026-028,7,20200204,20200528,20,17,13,0.0,,5.0
1811,624,026-028,8,20200630,20201021,20,20,11,0.0,,5.0
1812,624,026-036,1,20170827,20171222,14,14,10,60.0,227.0,
1813,624,026-036,2,20180129,20180525,17,17,11,77.0,,14.0
1814,624,026-036,3,20180718,20181114,5,3,5,0.0,,
1815,624,026-036,4,20181210,20190405,8,8,10,70.0,,4.0
1816,624,026-036,5,20190507,20190830,14,13,12,84.0,,5.0
1817,624,026-036,6,20190930,20200125,8,8,12,0.0,,4.0
1818,624,026-036,7,20200316,20200711,9,9,10,0.0,,
1819,624,026-045,1,20170826,20171220,16,16,7,42.0,225.0,
1820,624,026-045,2,20180131,20180527,12,12,11,77.0,,18.0
1821,624,026-045,3,20180626,20181020,4,4,12,84.0,,5.0
1822,624,026-078,1,20171020,20180214,13,11,12,72.0,275.0,
1823,624,025-080,1,20170904,20171229,3,3,6,36.0,236.0,
1824,624,025-080,2,20180130,20180525,13,12,10,70.0,,5.0
1825,624,025-080,3,20180626,20181017,19,16,10,80.0,,5.0
1826,624,025-080,4,20181119,20190315,16,13,12,84.0,,3.0
1827,624,025-080,5,20190415,20190806,7,7,10,70.0,,4.0
1828,624,025-080,6,20190910,20200104,3,3,8,0.0,,5.0
1829,624,025-080,7,20200412,20200805,17,13,10,0.0,,
1830,624,025-080,8,20200924,20210118,14,7,9,0.0,,28.0
1831,624,026-001,1,20170828,20171222,14,14,9,54.0,228.0,
1832,624,026-001,2,20180314,20180709,6,6,8,56.0,,
1833,624,026-001,3,20180807,20181201,11,10,10,70.0,,5.0
1834,624,026-001,4,20190101,20190427,16,13,12,84.0,,5.0
1835,624,026-001,5,20190528,20190921,12,10,12,0.0,,5.0
1836,624,026-001,6,20191022,20200215,13,11,12,0.0,,5.0
1837,624,026-001,7,20200316,20200711,15,11,9,0.0,,4.0
1838,624,026-001,8,20200810,20201211,17,13,12,0.0,,4.0
1839,624,026-001,9,20210104,20210429,16,11,12,0.0,,4.0
1840,624,026-001,10,20210531,20210922,16,13,0,0.0,,4.0
1841,624,026-016,1,20171018,20180210,13,13,12,84.0,279.0,
1842,624,026-024,1,20170902,20171224,14,14,11,66.0,233.0,
1843,624,026-024,2,20180129,20180525,7,6,0,0.0,,4.0
1844,624,026-031,1,20171017,20180209,15,15,12,84.0,278.0,
1845,624,026-031,2,20180313,20180706,14,14,10,70.0,,5.0
1846,624,026-031,3,20180808,20181129,8,8,10,70.0,,6.0
1847,624,026-031,4,20190101,20190426,17,17,14,84.0,,4.0
1848,624,026-031,5,20190527,20190919,18,17,11,0.0,,4.0
1849,624,026-031,6,20191021,20200215,20,15,12,0.0,,4.0
1850,624,026-031,7,20200316,20200711,13,12,11,0.0,,4.0
1851,624,026-043,1,20170916,20180108,10,10,10,90.0,246.0,
1852,624,026-043,2,20180220,20180615,3,3,11,77.0,,5.0
1853,624,026-043,3,20180716,20181110,4,4,9,0.0,,4.0
1854,624,026-043,4,20190227,20190622,14,13,14,98.0,,
1855,624,026-043,5,20191029,20200220,16,16,10,0.0,,
1856,624,026-043,6,20200317,20200709,7,6,12,0.0,,5.0
1857,624,026-043,7,20201116,20210311,16,15,10,0.0,,
1858,624,026-043,8,20210419,20210812,7,5,10,0.0,,4.0
1859,624,026-043,9,20210913,20220105,11,11,12,0.0,,4.0
1860,624,026-048,1,20170827,20171218,13,13,12,72.0,226.0,
1861,624,026-048,2,20180130,20180523,16,14,9,63.0,,17.0
1862,624,026-048,3,20180626,20181018,13,13,10,70.0,,5.0
1863,624,026-048,4,20181120,20190315,15,13,11,77.0,,5.0
1864,624,026-048,5,20190416,20190808,14,13,11,77.0,,5.0
1865,624,026-048,6,20190910,20200104,16,14,8,0.0,,5.0
1866,624,026-048,7,20200203,20200528,18,13,8,0.0,,4.0
1867,624,026-048,8,20200629,20201022,12,11,9,0.0,,4.0
1868,624,026-048,9,20201124,20210318,10,10,0,0.0,,5.0
1869,624,030-036,1,20180314,20180706,11,9,9,72.0,,
1870,624,030-036,2,20180806,20181128,19,15,11,77.0,,4.0
1871,624,030-036,3,20181231,20190425,18,17,11,77.0,,4.0
1872,624,030-036,4,20190526,20190918,16,16,12,0.0,,3.0
1873,624,030-036,5,20191020,20200212,18,16,13,0.0,,3.0
1874,624,030-036,6,20200316,20200711,11,10,9,0.0,,4.0
1875,624,030-036,7,20200810,20201204,11,10,9,0.0,,4.0
1876,624,013-028,1,20180130,20180526,12,12,10,70.0,,
1877,624,013-028,2,20180627,20181021,8,8,10,70.0,,6.0
1878,624,013-028,3,20181120,20190315,11,11,11,77.0,,5.0
1879,624,013-028,4,20190417,20190811,13,10,12,84.0,,6.0
1880,624,013-028,5,20190910,20200105,10,9,9,0.0,,5.0
1881,624,013-028,6,20200317,20200801,2,2,9,0.0,,
1882,624,038-038,1,20171124,20180322,13,13,12,78.0,244.0,
1883,624,038-038,2,20180423,20180816,14,14,9,63.0,,4.0
1884,624,038-054,1,20171219,20180413,11,11,11,77.0,264.0,
1885,624,038-054,2,20180515,20180906,10,10,10,70.0,,5.0
1886,624,038-054,3,20181009,20190202,12,12,9,0.0,,5.0
1887,624,038-054,4,20190305,20190628,14,14,10,70.0,,5.0
1888,624,038-054,5,20190729,20191123,10,10,10,0.0,,4.0
1889,624,038-058,1,20171123,20180321,3,3,10,70.0,238.0,
1890,624,038-058,2,20180521,20180914,12,12,12,0.0,,
1891,624,038-058,3,20190130,20190527,9,6,8,56.0,,
1892,624,S038-068,1,20180418,20180811,17,16,9,63.0,,
1893,624,038-071,1,20180109,20180505,15,15,13,78.0,285.0,
1894,624,038-071,2,20180605,20180927,14,12,11,77.0,,12.0
1895,624,038-071,3,20181029,20190220,19,18,11,0.0,,4.0
1896,624,038-071,4,20190327,20190719,16,16,12,84.0,,14.0
1897,624,038-071,5,20190820,20191213,13,12,10,0.0,,5.0
1898,624,038-071,6,20200114,20200508,17,13,11,0.0,,5.0
1899,624,038-071,7,20201103,20210226,16,14,10,0.0,,
1900,624,038-071,8,20210330,20210722,15,12,9,0.0,,5.0
1901,624,038-071,9,20210824,20211216,14,14,10,0.0,,5.0
1902,624,038-085,1,20180413,20180806,10,9,9,63.0,,
1903,624,038-085,2,20181022,20190214,16,16,10,0.0,,53.0
1904,624,038-085,3,20190325,20190718,14,14,11,77.0,,4.0
1905,624,038-085,4,20190820,20191212,18,16,10,0.0,,5.0
1906,624,038-085,5,20200204,20200530,20,18,11,0.0,,26.0
1907,624,038-085,6,20200629,20201022,10,9,9,0.0,,4.0
1908,624,038-085,7,20201216,20210408,20,17,12,0.0,,
1909,624,038-085,8,20210621,20211012,10,8,10,0.0,,
1910,624,038-085,9,20211115,20220311,6,2,10,0.0,,4.0
1911,624,040-053,1,20171219,20180414,15,15,11,77.0,257.0,
1912,624,040-053,2,20180515,20180907,17,12,7,49.0,,5.0
1913,624,040-053,3,20181009,20190203,8,8,10,0.0,,5.0
1914,624,040-078,1,20180324,20180716,10,10,10,70.0,,
1915,624,040-078,2,20180827,20181219,9,8,10,70.0,,4.0
1916,624,S038-081,1,20180113,20180509,11,11,9,54.0,294.0,
1917,624,038-057,1,20180307,20180701,13,13,9,63.0,342.0,
1918,624,038-057,2,20180806,20181130,11,8,11,77.0,,4.0
1919,624,038-057,3,20181231,20190427,17,15,12,84.0,,4.0
1920,624,038-057,4,20190527,20190920,14,12,12,0.0,,4.0
1921,624,038-057,5,20191021,20200215,15,14,13,0.0,,4.0
1922,624,038-057,6,20200316,20200711,14,10,9,0.0,,4.0
1923,624,038-057,7,20200810,20201204,12,11,10,0.0,,4.0
1924,624,038-070,1,20171219,20180414,13,13,11,77.0,264.0,
1925,624,038-070,2,20180514,20180907,15,15,12,84.0,,4.0
1926,624,038-070,3,20181008,20190202,15,15,10,0.0,,4.0
1927,624,038-070,4,20190326,20190721,18,18,10,3.0,,26.0
1928,624,038-070,5,20190819,20191215,12,12,10,0.0,,4.0
1929,624,038-070,6,20200204,20200530,20,20,12,0.0,,26.0
1930,624,038-070,7,20200629,20201022,18,14,10,0.0,,4.0
1931,624,038-070,8,20201123,20210318,15,10,11,0.0,,4.0
1932,624,038-070,9,20210420,20210812,16,16,9,0.0,,5.0
1933,624,038-070,10,20210913,20220105,13,13,9,0.0,,4.0
1934,624,038-074,1,20180220,20180613,9,0,0,0.0,,
1935,624,040-054,1,20180427,20180821,13,12,12,84.0,,
1936,624,040-054,2,20190228,20190624,22,19,11,77.0,,
1937,624,040-054,3,20190820,20191215,17,17,10,0.0,,
1938,624,040-054,4,20200114,20200508,9,8,9,0.0,,5.0
1939,624,040-054,5,20200608,20201001,13,8,9,0.0,,4.0
1940,624,040-054,6,20201103,20210227,13,12,11,0.0,,5.0
1941,624,040-054,7,20210326,20210717,9,6,8,0.0,,1.0
1942,624,040-054,8,20210824,20211216,4,4,10,0.0,,5.0
1943,624,040-035,1,20171126,20180322,5,3,6,36.0,238.0,
1944,624,040-035,2,20180423,20180819,4,4,8,56.0,,4.0
1945,624,040-035,3,20180918,20190113,8,8,8,0.0,,5.0
1946,624,040-035,4,20190211,20190609,11,11,11,77.0,,4.0
1947,624,68-13,1,20180515,20180905,15,13,9,63.0,462.0,
1948,624,005-003,1,20190419,20190925,13,11,0,0.0,,
1949,624,005-003,2,20191209,20200403,8,8,9,0.0,,
1950,624,005-003,3,20200427,20200821,3,3,12,0.0,,4.0
1951,624,008-050,1,20180604,20180927,14,14,11,77.0,248.0,
1952,624,008-050,2,20181026,20190222,12,12,12,0.0,,1.0
1953,624,008-050,3,20190325,20190719,18,18,12,84.0,,4.0
1954,624,008-050,4,20191002,20200125,17,17,11,0.0,,
1955,624,008-050,5,20200224,20200618,16,15,11,0.0,,4.0
1956,624,008-050,6,20200720,20201112,7,7,9,0.0,,7.0
1957,624,008-050,7,20201214,20210409,10,10,10,0.0,,4.0
1958,624,008-050,8,20210510,20210901,7,7,10,0.0,,4.0
1959,624,008-050,9,20211004,20220127,14,14,11,0.0,,4.0
1960,624,006-011,1,20180605,20180927,15,15,0,0.0,244.0,
1961,624,006-060,1,20180605,20180923,9,8,0,0.0,243.0,
1962,624,006-063,1,20180626,20181020,13,13,6,42.0,263.0,
1963,624,006-063,2,20181120,20190315,14,12,10,70.0,,5.0
1964,624,006-063,3,20190416,20190810,11,11,10,70.0,,5.0
1965,624,006-063,4,20190909,20200124,6,6,11,0.0,,4.0
1966,624,007-015,1,20180626,20181017,10,10,4,28.0,,
1967,624,007-068,1,20181022,20190215,12,12,12,0.0,,
1968,624,007-068,2,20190326,20190719,12,12,10,70.0,,13.0
1969,624,007-068,3,20190819,20191212,12,12,11,0.0,,4.0
1970,624,007-068,4,20200113,20200507,7,7,10,0.0,,4.0
1971,624,007-068,5,20200608,20200930,15,11,7,0.0,,4.0
1972,624,007-068,6,20201101,20210222,15,13,11,0.0,,3.0
1973,624,007-068,7,20210329,20210721,11,11,9,0.0,,4.0
1974,624,007-068,8,20210823,20211215,13,13,11,0.0,,4.0
1975,624,007-041,1,20180718,20181110,8,8,9,0.0,281.0,
1976,624,007-041,2,20181211,20190405,10,10,10,70.0,,5.0
1977,624,007-041,3,20190507,20190830,12,11,11,77.0,,5.0
1978,624,007-041,4,20191001,20200125,13,12,10,0.0,,5.0
1979,624,007-041,5,20200224,20200618,12,12,12,0.0,,4.0
1980,624,007-077,1,20180622,20181014,12,4,5,35.0,,
1981,624,007-077,2,20190619,20191011,10,10,0,0.0,,
1982,624,008-011,1,20190401,20190728,16,16,12,84.0,,
1983,624,008-011,2,20190909,20200128,10,10,11,0.0,,4.0
1984,624,008-011,3,20200225,20200619,15,12,12,0.0,,5.0
1985,624,008-011,4,20200721,20201113,7,7,10,0.0,,8.0
1986,624,008-011,5,20201214,20210410,9,9,12,0.0,,4.0
1987,624,008-011,6,20210510,20210901,18,14,9,0.0,,4.0
1988,624,008-011,7,20211004,20220127,13,13,11,0.0,,4.0
1989,624,008-027,1,20180604,20180927,14,13,13,91.0,236.0,
1990,624,008-027,2,20181030,20190223,16,15,11,0.0,,5.0
1991,624,008-027,3,20190326,20190720,21,21,6,42.0,,5.0
1992,624,008-027,4,20190820,20191211,17,17,0,0.0,,5.0
1993,624,008-065,1,20180604,20180928,10,10,9,72.0,236.0,
1994,624,008-065,2,20181030,20190223,17,17,12,0.0,,5.0
1995,624,008-065,3,20190326,20190720,17,17,12,84.0,,5.0
1996,624,008-067,1,20180625,20181019,8,8,12,12.0,257.0,
1997,624,008-067,2,20181121,20190317,8,8,9,63.0,,6.0
1998,624,008-067,3,20190417,20190811,15,15,11,77.0,,6.0
1999,624,008-067,4,20191109,20200303,19,18,11,0.0,,
2000,624,008-068,1,20180515,20180906,10,9,9,63.0,216.0,
2001,624,008-068,2,20181008,20190202,14,14,11,0.0,,4.0
2002,624,008-068,3,20190305,20190629,19,17,11,77.0,,5.0
2003,624,008-068,4,20190730,20191122,14,14,11,0.0,,5.0
2004,624,008-068,5,20191224,20200417,20,19,11,0.0,,5.0
2005,624,008-075,1,20180605,20180928,12,12,10,70.0,237.0,
2006,624,008-075,2,20181030,20190223,17,15,10,70.0,,5.0
2007,624,008-075,3,20190417,20190809,14,13,11,77.0,,27.0
2008,624,008-075,4,20191002,20200125,12,10,8,0.0,,27.0
2009,624,036-036,1,20181008,20190201,7,7,8,0.0,280.0,
2010,624,036-036,2,20190304,20190627,9,8,11,77.0,,4.0
2011,624,036-036,3,20190818,20191211,6,6,10,0.0,,
2012,624,036-036,4,20200226,20200620,10,10,11,0.0,,
2013,624,036-036,5,20201221,20210415,18,15,7,0.0,,
2014,624,036-057,1,20180919,20190112,14,13,10,0.0,260.0,
2015,624,036-057,2,20190211,20190607,18,16,9,63.0,,4.0
2016,624,036-057,3,20190708,20191101,18,13,10,0.0,,4.0
2017,624,036-057,4,20191202,20200327,16,16,11,0.0,,4.0
2018,624,036-057,5,20200427,20200821,17,14,9,0.0,,4.0
2019,624,S038-058,1,20181106,20190303,12,10,0,0.0,304.0,
2020,624,038-063,1,20181009,20190131,8,8,9,0.0,276.0,
2021,624,038-063,2,20190304,20190627,16,13,7,49.0,,4.0
2022,624,038-063,3,20190730,20191119,10,9,10,0.0,,5.0
2023,624,038-063,4,20191223,20200416,6,6,11,0.0,,4.0
2024,624,038-063,5,20200518,20200910,19,11,12,0.0,,4.0
2025,624,038-063,6,20201013,20210205,17,10,11,0.0,,5.0
2026,624,S038-071,1,20181105,20190226,13,13,11,0.0,303.0,
2027,624,S038-071,2,20190327,20190720,15,15,12,84.0,,6.0
2028,624,S038-071,3,20190819,20191213,16,15,10,0.0,,4.0
2029,624,S038-071,4,20200205,20200601,8,7,13,0.0,,27.0
2030,624,S038-071,5,20200716,20201108,16,12,11,0.0,,
2031,624,S038-071,6,20201221,20210415,18,15,11,0.0,,11.0
2032,624,S038-071,7,20210624,20211016,7,4,5,0.0,,
2033,624,S038-071,8,20211125,20220319,11,5,4,0.0,,14.0
2034,624,036-053,1,20190121,20190516,11,9,11,77.0,384.0,
2035,624,036-053,2,20190617,20191010,11,11,10,0.0,,4.0
2036,624,038-026,1,20180830,20181221,13,10,9,63.0,238.0,
2037,624,040-002,1,20181012,20190210,15,15,10,0.0,278.0,
2038,624,040-002,2,20190301,20190622,20,19,13,91.0,,1.0
2039,624,040-002,3,20190729,20191121,19,17,10,0.0,,17.0
2040,624,040-002,4,20200113,20200507,16,12,11,0.0,,25.0
2041,624,040-002,5,20200608,20201001,18,15,9,0.0,,4.0
2042,624,040-002,6,20201102,20210225,11,8,0,0.0,,4.0
2043,624,061-060,1,20190126,20190522,15,15,10,70.0,,
2044,624,061-060,2,20190715,20200327,18,16,11,0.0,,32.0
2045,624,061-060,3,20200427,20200821,18,14,8,0.0,,4.0
2046,624,061-060,4,20201109,20210303,20,16,8,0.0,,
2047,624,064-046,1,20190207,20190609,12,12,10,70.0,331.0,
2048,624,064-046,2,20190709,20191101,10,10,9,0.0,,5.0
2049,624,064-046,3,20191202,20200326,15,14,12,0.0,,4.0
2050,624,064-046,4,20200428,20200819,12,12,9,0.0,,5.0
2051,624,064-046,5,20200922,20210114,16,16,9,0.0,,5.0
2052,624,064-046,6,20210215,20210609,13,12,11,0.0,,4.0
2053,624,064-046,7,20210712,20211103,15,15,10,0.0,,4.0
2054,624,064-046,8,20211206,20220401,18,17,10,0.0,,4.0
2055,624,067-010,1,20181211,20190405,9,8,9,63.0,270.0,
2056,624,067-010,2,20190507,20190830,16,16,9,63.0,,5.0
2057,624,063-082,1,20181210,20190405,15,15,12,72.0,273.0,
2058,624,063-082,2,20190528,20190921,18,16,12,0.0,,34.0
2059,624,063-082,3,20191022,20200216,15,14,13,0.0,,5.0
2060,624,063-082,4,20200317,20200711,17,16,11,0.0,,5.0
2061,624,063-082,5,20200812,20201204,19,17,11,0.0,,6.0
2062,624,063-082,6,20210105,20210430,12,12,13,0.0,,5.0
2063,624,063-082,7,20210601,20210922,20,14,11,0.0,,5.0
2064,624,063-082,8,20211230,20220423,19,18,12,0.0,,
2065,624,065-004,1,20190114,20190509,16,14,11,77.0,306.0,
2066,624,065-004,2,20190618,20191011,14,14,10,0.0,,14.0
2067,624,065-004,3,20191111,20200305,14,13,12,0.0,,4.0
2068,624,065-004,4,20200406,20200730,13,13,9,0.0,,4.0
2069,624,065-004,5,20200831,20201224,17,15,13,0.0,,4.0
2070,624,065-004,6,20210302,20210625,19,18,11,0.0,,
2071,624,065-004,7,20210802,20211124,6,5,10,0.0,,4.0
2072,624,066-038,1,20181118,20190313,11,11,12,84.0,246.0,
2073,624,066-038,2,20190416,20190807,16,14,9,63.0,,5.0
2074,624,066-038,3,20190909,20200101,17,15,9,0.0,,4.0
2075,624,066-038,4,20200203,20200527,18,18,11,0.0,,4.0
2076,624,066-038,5,20200629,20201020,15,13,10,0.0,,4.0
2077,624,066-038,6,20201123,20210318,7,7,11,0.0,,4.0
2078,624,066-038,7,20210416,20210809,12,8,10,0.0,,1.0
2079,624,066-038,8,20210913,20220105,18,18,9,0.0,,4.0
2080,624,067-030,1,20181212,20190405,15,12,12,84.0,270.0,
2081,624,067-030,2,20190507,20190830,13,12,12,84.0,,5.0
2082,624,065-051,1,20190418,20190813,13,12,9,63.0,399.0,
2083,624,002-000,1,20181118,20190313,11,10,11,77.0,249.0,
2084,624,002-000,2,20190416,20190809,17,16,9,63.0,,5.0
2085,624,002-000,3,20190909,20200104,4,4,8,0.0,,4.0
2086,624,002-000,4,20200203,20200528,20,17,9,0.0,,4.0
2087,624,002-000,5,20200922,20210112,15,11,11,0.0,,
2088,624,002-000,6,20210216,20210610,18,17,11,0.0,,5.0
2089,624,002-000,7,20210712,20211103,16,16,11,0.0,,4.0
2090,624,002-000,8,20211206,20220331,14,14,13,0.0,,4.0
2091,624,3-44,1,20181029,20190212,13,10,11,0.0,301.0,
2092,624,2-122,1,20190122,20190518,16,15,10,70.0,296.0,
2093,624,2-122,2,20190617,20191010,19,17,9,0.0,,4.0
2094,624,2-122,3,20191111,20200307,11,11,11,0.0,,4.0
2095,624,2-122,4,20200407,20200731,16,15,12,0.0,,5.0
2096,624,2-122,5,20200831,20201224,16,13,10,0.0,,4.0
2097,624,2-122,6,20210125,20210520,11,10,12,0.0,,4.0
2098,624,2-122,7,20210621,20211013,11,8,12,0.0,,4.0
2099,624,2-122,8,20211207,20220327,14,8,13,0.0,,
2100,624,27-25,1,20181022,20190222,5,3,6,42.0,206.0,
2101,624,27-25,2,20190325,20190719,6,6,0,0.0,,4.0
2102,624,27-25,3,20190819,20191211,11,11,10,0.0,,4.0
2103,624,38-27,1,20181108,20190302,8,7,12,84.0,393.0,
2104,624,38-27,2,20190620,20191013,4,3,8,0.0,,87.0
2105,624,67-99,1,20190101,20190427,11,10,12,84.0,214.0,
2106,624,67-99,2,20190713,20191105,18,16,6,0.0,,
2107,624,015-004,1,20190422,20190815,6,6,10,70.0,312.0,
2108,624,015-004,2,20190911,20200104,7,6,9,0.0,,6.0
2109,624,015-004,3,20200204,20200529,13,11,8,0.0,,5.0
2110,624,015-004,4,20200702,20201025,7,7,10,0.0,,7.0
2111,624,015-004,5,20201124,20210319,11,10,9,0.0,,5.0
2112,624,015-055,1,20190210,20190607,13,12,11,77.0,241.0,
2113,624,015-055,2,20190912,20200105,15,11,7,0.0,,
2114,624,015-055,3,20200203,20200529,11,11,10,0.0,,4.0
2115,624,015-055,4,20200921,20210112,15,11,9,0.0,,
2116,624,015-055,5,20210215,20210609,7,7,11,0.0,,4.0
2117,624,015-055,6,20210712,20211105,1,1,10,0.0,,4.0
2118,624,017-081,1,20190304,20190627,16,15,10,70.0,257.0,
2119,624,017-081,2,20190729,20191119,13,13,11,0.0,,4.0
2120,624,017-081,3,20191223,20200414,16,16,10,0.0,,4.0
2121,624,017-081,4,20200518,20200910,12,12,11,0.0,,4.0
2122,624,017-081,5,20201126,20210320,13,12,9,0.0,,
2123,624,017-088,1,20190529,20191013,6,6,12,0.0,343.0,
2124,624,018-008,1,20190210,20190607,10,8,10,70.0,235.0,
2125,624,018-008,2,20190710,20191104,3,3,5,0.0,,18.0
2126,624,018-008,3,20191204,20200328,11,9,9,0.0,,6.0
2127,624,020-005,1,20190303,20190627,15,15,11,77.0,254.0,
2128,624,020-005,2,20190729,20191122,14,14,12,0.0,,8.0
2129,624,020-005,3,20191224,20200418,16,15,10,0.0,,5.0
2130,624,020-005,4,20200519,20200911,17,15,11,0.0,,5.0
2131,624,020-005,5,20201012,20210204,19,18,9,0.0,,4.0
2132,624,020-005,6,20210308,20210629,17,16,8,0.0,,4.0
2133,624,020-005,7,20210802,20211124,20,18,8,0.0,,4.0
2134,624,020-004,1,20190328,20190722,14,14,11,77.0,279.0,
2135,624,020-004,2,20190820,20191215,4,4,11,0.0,,5.0
2136,624,020-004,3,20200208,20200603,19,17,12,0.0,,
2137,624,018-072,1,20190325,20190719,5,5,11,77.0,,
2138,624,018-072,2,20190820,20191213,12,12,10,0.0,,5.0
2139,624,018-072,3,20200114,20200508,15,14,9,0.0,,5.0
2140,624,018-072,4,20200608,20201002,7,7,8,0.0,,4.0
2141,624,018-072,5,20201103,20210226,14,14,10,0.0,,5.0
2142,624,018-072,6,20210329,20210721,11,11,7,0.0,,4.0
2143,624,018-072,7,20210824,20211216,9,9,10,0.0,,5.0
2144,624,018-028,1,20190328,20190723,7,7,11,77.0,280.0,
2145,624,146-032,2,20190629,20191022,16,14,10,0.0,,
2146,624,146-032,3,20191202,20200326,4,4,10,0.0,,4.0
2147,624,146-032,4,20200602,20200924,17,12,0,0.0,,
2148,624,147-033,2,20190508,20190831,12,12,11,77.0,,
2149,624,147-033,3,20191206,20200328,13,12,11,0.0,,
2150,624,147-033,4,20200711,20201113,18,15,12,0.0,,
2151,624,148-030,2,20190529,20190920,14,14,11,0.0,,
2152,624,148-030,3,20191112,20200306,11,11,12,0.0,,26.0
2153,624,148-030,4,20200408,20200731,17,13,9,0.0,,6.0
2154,624,148-030,5,20200901,20201225,19,17,12,0.0,,5.0
2155,624,148-030,6,20210126,20210519,18,18,12,0.0,,5.0
2156,624,148-030,7,20210621,20211013,17,15,11,0.0,,4.0
2157,624,148-030,8,20211115,20220307,20,15,9,0.0,,4.0
2158,624,148-057,2,20190506,20190829,9,9,12,84.0,,
2159,624,148-057,3,20191119,20200313,13,13,11,0.0,,
2160,624,148-057,4,20200428,20200821,9,9,10,0.0,,26.0
2161,624,148-057,5,20200922,20210116,6,6,9,0.0,,5.0
2162,624,148-057,6,20210314,20210709,9,8,8,0.0,,
2163,624,148-057,7,20210802,20211124,3,3,9,0.0,,4.0
2164,624,150-013,2,20190806,20191129,18,18,12,0.0,,
2165,624,150-013,3,20200115,20200509,19,16,12,0.0,,27.0
2166,624,150-013,4,20201123,20210318,19,17,9,0.0,,
2167,624,150-013,5,20210420,20210812,15,8,11,0.0,,5.0
2168,624,150-013,6,20210915,20220107,15,13,12,0.0,,6.0
2169,624,150-048,2,20190530,20190920,16,12,0,0.0,,
2170,624,150-048,3,20191222,20200416,10,9,10,0.0,,66.0
2171,624,150-048,4,20200519,20200911,15,14,10,0.0,,5.0
2172,624,150-048,5,20201013,20210205,18,16,11,0.0,,5.0
2173,624,150-048,6,20210517,20210908,19,16,10,0.0,,
2174,624,150-048,7,20211025,20220216,12,12,11,0.0,,5.0
2175,624,151-010,2,20190530,20190922,16,13,10,0.0,,
2176,624,151-010,3,20191022,20200215,15,15,13,0.0,,5.0
2177,624,151-010,4,20200317,20200710,16,13,8,0.0,,5.0
2178,624,151-083,2,20190505,20190828,8,8,11,77.0,,
2179,624,151-083,3,20190930,20200123,12,12,10,0.0,,4.0
2180,624,151-083,4,20200317,20200711,12,12,11,0.0,,25.0
2181,624,151-083,5,20200810,20201203,8,7,10,0.0,,4.0
2182,624,151-083,6,20210102,20210427,12,11,12,0.0,,2.0
2183,624,151-083,7,20210601,20210923,17,11,11,0.0,,5.0
2184,624,151-083,8,20211022,20220213,16,12,10,0.0,,1.0
2185,624,153-001,2,20190506,20190829,11,11,12,84.0,,
2186,624,153-001,3,20191109,20200302,10,10,12,0.0,,
2187,624,153-001,4,20200406,20200730,16,13,11,0.0,,4.0
2188,624,153-001,5,20200831,20201224,15,15,9,0.0,,4.0
2189,624,153-001,6,20210125,20210519,14,14,13,0.0,,4.0
2190,624,153-001,7,20210621,20211013,16,13,9,0.0,,4.0
2191,624,153-001,8,20211115,20220310,11,11,9,0.0,,4.0
2192,624,146-063,2,20190505,20190828,11,11,11,77.0,,
2193,624,146-063,3,20190930,20200122,13,12,11,0.0,,4.0
2194,624,146-063,4,20200226,20200619,16,13,13,0.0,,16.0
2195,624,146-063,5,20200720,20201111,15,14,12,0.0,,7.0
2196,624,146-063,6,20201216,20210406,21,16,12,0.0,,6.0
2197,624,148-037,2,20190814,20191211,12,2,11,0.0,,
2198,624,148-037,3,20200204,20200530,18,17,12,0.0,,
2199,624,148-037,4,20200630,20201023,5,5,9,0.0,,5.0
2200,624,148-037,5,20201124,20210319,16,12,0,0.0,,5.0
2201,624,148-070,2,20190526,20190918,18,15,12,0.0,,
2202,624,148-070,3,20191022,20200215,8,8,13,0.0,,5.0
